# Derived extract of Supplementary Data 1, scFoundation (Hao et al. 2024, Nature Methods, doi:10.1038/s41592-024-02305-7).
# derived-from-sha256: 786c6962d01bbeeffcc88335d2e2e762f333daf399c649bec3916bc4ef2209d0
# Columns kept: project_ID, sample_ID, cell_number_reserved — every row, values unchanged. The publisher file itself is not committed.
project_ID,sample_ID,cell_number_reserved
GEO-GSE147564,GEO-GSM4433534,3177
GEO-GSE147564,GEO-GSM4433535,2679
GEO-GSE147564,GEO-GSM4433536,3934
GEO-GSE147564,GEO-GSM4433537,576
GEO-GSE147564,GEO-GSM4433538,3550
GEO-GSE147564,GEO-GSM4433539,4616
GEO-GSE147564,GEO-GSM4433540,1943
GEO-GSE147564,GEO-GSM4433541,3317
GEO-GSE147564,GEO-GSM4433542,3993
GEO-GSE148071,GEO-GSM4453576,5317
GEO-GSE148071,GEO-GSM4453577,306
GEO-GSE148071,GEO-GSM4453578,7833
GEO-GSE148071,GEO-GSM4453579,4556
GEO-GSE148071,GEO-GSM4453580,2453
GEO-GSE148071,GEO-GSM4453581,3112
GEO-GSE148071,GEO-GSM4453582,3048
GEO-GSE148071,GEO-GSM4453583,1340
GEO-GSE148071,GEO-GSM4453584,3520
GEO-GSE148071,GEO-GSM4453585,3740
GEO-GSE148071,GEO-GSM4453586,573
GEO-GSE148071,GEO-GSM4453587,891
GEO-GSE148071,GEO-GSM4453588,938
GEO-GSE148071,GEO-GSM4453589,1808
GEO-GSE148071,GEO-GSM4453590,3592
GEO-GSE148071,GEO-GSM4453591,1147
GEO-GSE148071,GEO-GSM4453592,8700
GEO-GSE148071,GEO-GSM4453593,3311
GEO-GSE148071,GEO-GSM4453594,453
GEO-GSE148071,GEO-GSM4453595,429
GEO-GSE148071,GEO-GSM4453596,1968
GEO-GSE148071,GEO-GSM4453597,643
GEO-GSE148071,GEO-GSM4453598,2387
GEO-GSE148071,GEO-GSM4453599,379
GEO-GSE148071,GEO-GSM4453600,4029
GEO-GSE148071,GEO-GSM4453601,486
GEO-GSE148071,GEO-GSM4453602,631
GEO-GSE148071,GEO-GSM4453603,2372
GEO-GSE148071,GEO-GSM4453604,969
GEO-GSE148071,GEO-GSM4453605,742
GEO-GSE148071,GEO-GSM4453606,387
GEO-GSE148071,GEO-GSM4453607,595
GEO-GSE148071,GEO-GSM4453608,350
GEO-GSE148071,GEO-GSM4453609,972
GEO-GSE148071,GEO-GSM4453610,1079
GEO-GSE148071,GEO-GSM4453611,489
GEO-GSE148071,GEO-GSM4453612,2486
GEO-GSE148071,GEO-GSM4453613,1354
GEO-GSE148071,GEO-GSM4453614,1896
GEO-GSE148071,GEO-GSM4453615,1151
GEO-GSE148071,GEO-GSM4453616,6222
GEO-GSE148071,GEO-GSM4453617,977
GEO-GSE153760,GEO-GSM4653855,4841
GEO-GSE153760,GEO-GSM4653856,3795
GEO-GSE153760,GEO-GSM4653857,1816
GEO-GSE153760,GEO-GSM4653858,3220
GEO-GSE153760,GEO-GSM4653859,5627
GEO-GSE153760,GEO-GSM4653860,5104
GEO-GSE153760,GEO-GSM4653861,6242
GEO-GSE153760,GEO-GSM4653862,5549
GEO-GSE153760,GEO-GSM4653863,86
GEO-GSE153760,GEO-GSM4653864,670
GEO-GSE153760,GEO-GSM4653865,2658
GEO-GSE153760,GEO-GSM4653866,2096
GEO-GSE153760,GEO-GSM4653867,666
GEO-GSE153760,GEO-GSM4653868,5431
GEO-GSE153760,GEO-GSM4653869,9694
GEO-GSE157760,GEO-GSM4774667,8184
GEO-GSE157760,GEO-GSM4774668,8946
GEO-GSE157760,GEO-GSM4774669,11694
GEO-GSE157760,GEO-GSM4774670,5850
GEO-GSE157760,GEO-GSM4774671,14241
GEO-GSE157760,GEO-GSM4774672,7283
GEO-GSE163278,GEO-GSM4976501,1177
GEO-GSE163278,GEO-GSM4976502,1316
GEO-GSE163278,GEO-GSM4976503,933
GEO-GSE163278,GEO-GSM4976504,1166
GEO-GSE163278,GEO-GSM4976505,1121
GEO-GSE163278,GEO-GSM4976506,1490
GEO-GSE163278,GEO-GSM4976507,2114
GEO-GSE163278,GEO-GSM4976508,1995
GEO-GSE163278,GEO-GSM4976509,1115
GEO-GSE163278,GEO-GSM4976510,332
GEO-GSE163278,GEO-GSM4976511,1599
GEO-GSE163278,GEO-GSM4976512,2267
GEO-GSE163278,GEO-GSM4976513,2250
GEO-GSE163278,GEO-GSM4976514,2294
GEO-GSE163278,GEO-GSM4976515,1829
GEO-GSE163278,GEO-GSM4976516,1424
GEO-GSE163278,GEO-GSM4976517,1761
GEO-GSE163278,GEO-GSM4976518,1438
GEO-GSE163278,GEO-GSM4976519,2438
GEO-GSE163278,GEO-GSM4976520,2294
GEO-GSE163278,GEO-GSM4976521,2562
GEO-GSE163278,GEO-GSM4976522,3035
GEO-GSE163278,GEO-GSM4976523,1768
GEO-GSE163278,GEO-GSM4976524,1365
GEO-GSE163278,GEO-GSM4976525,1533
GEO-GSE163278,GEO-GSM4976526,2467
GEO-GSE163278,GEO-GSM4976527,1007
GEO-GSE163278,GEO-GSM4976528,1364
GEO-GSE163278,GEO-GSM4976529,1671
GEO-GSE163278,GEO-GSM4976530,1816
GEO-GSE163278,GEO-GSM4976531,1702
GEO-GSE163278,GEO-GSM4976532,1514
GEO-GSE163278,GEO-GSM4976533,2378
GEO-GSE164715,GEO-GSM5017686,4318
GEO-GSE164715,GEO-GSM5017687,6599
GEO-GSE164715,GEO-GSM5017688,10451
GEO-GSE164715,GEO-GSM5017689,6043
GEO-GSE164715,GEO-GSM5017690,3228
GEO-GSE164715,GEO-GSM5017691,6136
GEO-GSE164715,GEO-GSM5017692,8226
GEO-GSE164715,GEO-GSM5017693,8030
GEO-GSE164715,GEO-GSM5017694,4841
GEO-GSE164715,GEO-GSM5017695,10410
GEO-GSE175502,GEO-GSM5335528,6298
GEO-GSE175502,GEO-GSM5335529,52098
GEO-GSE175719,GEO-GSM5345017,13414
GEO-GSE175719,GEO-GSM5345018,9557
GEO-GSE175719,GEO-GSM5345019,13540
GEO-GSE175719,GEO-GSM5345020,13337
GEO-GSE175719,GEO-GSM5345021,6839
GEO-GSE175719,GEO-GSM5345022,10464
GEO-GSE175930,GEO-GSM5351369,802
GEO-GSE175930,GEO-GSM5351370,2092
GEO-GSE175930,GEO-GSM5351371,2597
GEO-GSE175930,GEO-GSM5351372,939
GEO-GSE175930,GEO-GSM5351373,732
GEO-GSE175930,GEO-GSM5351374,2725
GEO-GSE175930,GEO-GSM5351375,634
GEO-GSE175930,GEO-GSM5351376,990
GEO-GSE175930,GEO-GSM5351377,4810
GEO-GSE175930,GEO-GSM5351378,995
GEO-GSE175930,GEO-GSM5351379,778
GEO-GSE175930,GEO-GSM5351380,599
GEO-GSE175930,GEO-GSM5351381,1100
GEO-GSE175930,GEO-GSM5351382,2902
GEO-GSE175930,GEO-GSM5351383,1638
GEO-GSE175930,GEO-GSM5351384,1439
GEO-GSE175930,GEO-GSM5351385,577
GEO-GSE175930,GEO-GSM5351386,1198
GEO-GSE175930,GEO-GSM5351387,724
GEO-GSE175930,GEO-GSM5351388,545
GEO-GSE175930,GEO-GSM5394603,451
GEO-GSE175930,GEO-GSM5394604,848
GEO-GSE175930,GEO-GSM5394605,541
GEO-GSE175930,GEO-GSM5394606,304
GEO-GSE175930,GEO-GSM5394607,199
GEO-GSE175930,GEO-GSM5394608,1678
GEO-GSE175930,GEO-GSM5394609,1175
GEO-GSE175930,GEO-GSM5394610,461
GEO-GSE175930,GEO-GSM5394611,3679
GEO-GSE175930,GEO-GSM5394612,1806
GEO-GSE175930,GEO-GSM5394613,1708
GEO-GSE175930,GEO-GSM5394614,2726
GEO-GSE175930,GEO-GSM5394615,1815
GEO-GSE175930,GEO-GSM5394616,877
GEO-GSE175930,GEO-GSM5394617,3141
GEO-GSE175930,GEO-GSM5394618,412
GEO-GSE175930,GEO-GSM5394619,187
GEO-GSE175930,GEO-GSM5394620,1310
GEO-GSE175930,GEO-GSM5394621,276
GEO-GSE175930,GEO-GSM5394622,2684
GEO-GSE175930,GEO-GSM5394623,1386
GEO-GSE175930,GEO-GSM5394624,425
GEO-GSE175930,GEO-GSM5394625,633
GEO-GSE175930,GEO-GSM5394626,1913
GEO-GSE176415,GEO-GSM5364333,7601
GEO-GSE176415,GEO-GSM5364334,12103
GEO-GSE176415,GEO-GSM5364335,10556
GEO-GSE176415,GEO-GSM5364336,4745
GEO-GSE176415,GEO-GSM5364337,9559
GEO-GSE176415,GEO-GSM5364338,9707
GEO-GSE176415,GEO-GSM5364339,12681
GEO-GSE179268,GEO-GSM5412778,32352
GEO-GSE179268,GEO-GSM5412779,15416
GEO-GSE181984,GEO-GSM5515161,8277
GEO-GSE181984,GEO-GSM5515162,10154
GEO-GSE181984,GEO-GSM5515163,8318
GEO-GSE181984,GEO-GSM5515164,8893
GEO-GSE181984,GEO-GSM5515165,4537
GEO-GSE181984,GEO-GSM5515166,6531
GEO-GSE181984,GEO-GSM5515167,6746
GEO-GSE181984,GEO-GSM5515168,9298
GEO-GSE182298,GEO-GSM5526327,12559
GEO-GSE182298,GEO-GSM5526328,12728
GEO-GSE182298,GEO-GSM5526329,11844
GEO-GSE182298,GEO-GSM5526330,8863
GEO-GSE182298,GEO-GSM5526331,9857
GEO-GSE182298,GEO-GSM5526332,7776
GEO-GSE183676,GEO-GSM5567455,13117
GEO-GSE183676,GEO-GSM5567457,9309
GEO-GSE183676,GEO-GSM5567459,11304
GEO-GSE183676,GEO-GSM5567461,9912
GEO-GSE183676,GEO-GSM5567463,22399
GEO-GSE184117,GEO-GSM5578174,13168
GEO-GSE184117,GEO-GSM5578175,6649
GEO-GSE184117,GEO-GSM5578176,5480
GEO-GSE184117,GEO-GSM5578177,10141
GEO-GSE184117,GEO-GSM5578178,11849
GEO-GSE184117,GEO-GSM5578179,10573
GEO-GSE184117,GEO-GSM5578180,2072
GEO-GSE185857,GEO-GSM5624831,8106
GEO-GSE185857,GEO-GSM5624832,8177
GEO-GSE185857,GEO-GSM5624833,5501
GEO-GSE185857,GEO-GSM5624834,5111
GEO-GSE185857,GEO-GSM5624835,5738
GEO-GSE185857,GEO-GSM5624836,6445
GEO-GSE185857,GEO-GSM5624837,7051
GEO-GSE185857,GEO-GSM5624838,5628
GEO-GSE185857,GEO-GSM5624839,5247
GEO-GSE185857,GEO-GSM5624840,5580
GEO-GSE185857,GEO-GSM5624841,5981
GEO-GSE189534,GEO-GSM5703303,2664
GEO-GSE189534,GEO-GSM5703304,3886
GEO-GSE189534,GEO-GSM5703305,2785
GEO-GSE189534,GEO-GSM5703306,2902
GEO-GSE189534,GEO-GSM5703307,19325
GEO-GSE189534,GEO-GSM5703308,4169
GEO-GSE189534,GEO-GSM5703309,1798
GEO-GSE189534,GEO-GSM5703310,5928
GEO-GSE189534,GEO-GSM5703311,2992
GEO-GSE189534,GEO-GSM5703312,1178
GEO-GSE189534,GEO-GSM5703313,3293
GEO-GSE189534,GEO-GSM5703314,1424
GEO-GSE189534,GEO-GSM5703315,3278
GEO-GSE189534,GEO-GSM5703316,1890
GEO-GSE189534,GEO-GSM5703317,3045
GEO-GSE189534,GEO-GSM5703318,2345
GEO-GSE190510,GEO-GSM5725044,6266
GEO-GSE190510,GEO-GSM5725045,4510
GEO-GSE190510,GEO-GSM5725046,8123
GEO-GSE190510,GEO-GSM5725047,6823
GEO-GSE190510,GEO-GSM5725048,5914
GEO-GSE190510,GEO-GSM5725049,7964
GEO-GSE190510,GEO-GSM5725050,9261
GEO-GSE190510,GEO-GSM5725051,9690
GEO-GSE193371,GEO-GSM5798827,8427
GEO-GSE193371,GEO-GSM5798828,14968
GEO-GSE193371,GEO-GSM5798829,2733
GEO-GSE193371,GEO-GSM5798830,8003
GEO-GSE193371,GEO-GSM5798832,5184
GEO-GSE193371,GEO-GSM5798833,10361
GEO-GSE193371,GEO-GSM5798834,9973
GEO-GSE193371,GEO-GSM5798835,8096
GEO-GSE198373,GEO-GSM5945846,2375
GEO-GSE198373,GEO-GSM5945847,5884
GEO-GSE198373,GEO-GSM5945848,8485
GEO-GSE198373,GEO-GSM5945849,7591
GEO-GSE198373,GEO-GSM5945850,7856
GEO-GSE198373,GEO-GSM5945851,9141
GEO-GSE198373,GEO-GSM5945852,11708
GEO-GSE198373,GEO-GSM5945853,9081
E-MTAB-8322,E-MTAB-8322-HC0547,849
E-MTAB-8322,E-MTAB-8322-HC0572,1699
E-MTAB-8322,E-MTAB-8322-HC0701,2102
E-MTAB-8322,E-MTAB-8322-HC0732,781
E-MTAB-8322,E-MTAB-8322-NaiveSA131,590
E-MTAB-8322,E-MTAB-8322-NaiveSA138,1885
E-MTAB-8322,E-MTAB-8322-NaiveSA146,1546
E-MTAB-8322,E-MTAB-8322-NaiveSA172,1893
E-MTAB-8322,E-MTAB-8322-RemSA132,1625
E-MTAB-8322,E-MTAB-8322-RemSA160,726
E-MTAB-8322,E-MTAB-8322-RemSA161,1086
E-MTAB-8322,E-MTAB-8322-RemSA174,1314
E-MTAB-8322,E-MTAB-8322-ResistantSA144,1626
E-MTAB-8322,E-MTAB-8322-ResistantSA145,666
E-MTAB-8322,E-MTAB-8322-ResistantSA151,1304
E-MTAB-8322,E-MTAB-8322-ResistantSA166,1212
E-MTAB-8322,E-MTAB-8322-SA139,10772
E-MTAB-8322,E-MTAB-8322-SA149P,4956
E-MTAB-8322,E-MTAB-8322-SA154,2533
E-MTAB-8322,E-MTAB-8322-SA159,3223
E-MTAB-8322,E-MTAB-8322-SA168,5067
E-MTAB-8322,E-MTAB-8322-SA220,1868
E-MTAB-8322,E-MTAB-8322-SA222,5209
E-MTAB-8322,E-MTAB-8322-SA225,2009
E-MTAB-8322,E-MTAB-8322-SA227,4819
E-MTAB-8322,E-MTAB-8322-UPASA149,1354
E-MTAB-8322,E-MTAB-8322-UPASA153,1790
GEO-GSE115469,GEO-GSM3178782,1068
GEO-GSE115469,GEO-GSM3178783,1219
GEO-GSE115469,GEO-GSM3178784,3127
GEO-GSE115469,GEO-GSM3178785,1320
GEO-GSE115469,GEO-GSM3178786,1704
GEO-GSE132257,GEO-GSM3855011,1657
GEO-GSE132257,GEO-GSM3855012,1627
GEO-GSE132257,GEO-GSM3855013,1649
GEO-GSE132257,GEO-GSM3855014,1217
GEO-GSE132257,GEO-GSM3855015,1770
GEO-GSE132257,GEO-GSM3855016,1702
GEO-GSE132257,GEO-GSM3855017,2407
GEO-GSE132257,GEO-GSM3855018,3229
GEO-GSE132257,GEO-GSM3855019,1342
GEO-GSE132257,GEO-GSM3855020,1785
GEO-GSE132465,GEO-GSM3868425,2791
GEO-GSE132465,GEO-GSM3868426,1686
GEO-GSE132465,GEO-GSM3868427,2123
GEO-GSE132465,GEO-GSM3868428,1841
GEO-GSE132465,GEO-GSM3868429,660
GEO-GSE132465,GEO-GSM3868430,1541
GEO-GSE132465,GEO-GSM3868431,4070
GEO-GSE132465,GEO-GSM3868432,2088
GEO-GSE132465,GEO-GSM3868433,3789
GEO-GSE132465,GEO-GSM3868434,2200
GEO-GSE132465,GEO-GSM3868435,1697
GEO-GSE132465,GEO-GSM3868436,1749
GEO-GSE132465,GEO-GSM3868437,2027
GEO-GSE132465,GEO-GSM3868438,2956
GEO-GSE132465,GEO-GSM3868439,1343
GEO-GSE132465,GEO-GSM3868440,1936
GEO-GSE132465,GEO-GSM3868441,1540
GEO-GSE132465,GEO-GSM3868442,1681
GEO-GSE132465,GEO-GSM3868443,2348
GEO-GSE132465,GEO-GSM3868444,2363
GEO-GSE132465,GEO-GSM3868445,1638
GEO-GSE132465,GEO-GSM3868446,1580
GEO-GSE132465,GEO-GSM3868447,1632
GEO-GSE132465,GEO-GSM3868448,2434
GEO-GSE132465,GEO-GSM3868449,1314
GEO-GSE132465,GEO-GSM3868450,1262
GEO-GSE132465,GEO-GSM3868451,1788
GEO-GSE132465,GEO-GSM3868452,1114
GEO-GSE132465,GEO-GSM3868453,1513
GEO-GSE132465,GEO-GSM3868454,2214
GEO-GSE132465,GEO-GSM3868455,1620
GEO-GSE132465,GEO-GSM3868456,1154
GEO-GSE132465,GEO-GSM3868457,1987
GEO-GSE136103,GEO-GSM4041150,1860
GEO-GSE136103,GEO-GSM4041151,953
GEO-GSE136103,GEO-GSM4041152,431
GEO-GSE136103,GEO-GSM4041153,6571
GEO-GSE136103,GEO-GSM4041154,4684
GEO-GSE136103,GEO-GSM4041155,3294
GEO-GSE136103,GEO-GSM4041156,3201
GEO-GSE136103,GEO-GSM4041157,1124
GEO-GSE136103,GEO-GSM4041158,4930
GEO-GSE136103,GEO-GSM4041159,3306
GEO-GSE136103,GEO-GSM4041160,5121
GEO-GSE136103,GEO-GSM4041161,2338
GEO-GSE136103,GEO-GSM4041162,1646
GEO-GSE136103,GEO-GSM4041163,1997
GEO-GSE136103,GEO-GSM4041164,3408
GEO-GSE136103,GEO-GSM4041165,3671
GEO-GSE136103,GEO-GSM4041166,1965
GEO-GSE136103,GEO-GSM4041167,3597
GEO-GSE136103,GEO-GSM4041168,4819
GEO-GSE136103,GEO-GSM4041169,2922
GEO-GSE136103,GEO-GSM4041170,8921
GEO-GSE136103,GEO-GSM4041171,6631
GEO-GSE136103,GEO-GSM4041172,8138
GEO-GSE136103,GEO-GSM4041173,7060
GEO-GSE125449,GEO-GSM4050085,124
GEO-GSE125449,GEO-GSM4050086,704
GEO-GSE125449,GEO-GSM4050087,151
GEO-GSE125449,GEO-GSM4050088,207
GEO-GSE125449,GEO-GSM4050089,299
GEO-GSE125449,GEO-GSM4050090,124
GEO-GSE125449,GEO-GSM4050091,939
GEO-GSE125449,GEO-GSM4050092,805
GEO-GSE125449,GEO-GSM4050093,139
GEO-GSE125449,GEO-GSM4050094,132
GEO-GSE125449,GEO-GSM4050095,1046
GEO-GSE125449,GEO-GSM4050096,445
GEO-GSE125449,GEO-GSM4050098,238
GEO-GSE125449,GEO-GSM4050100,508
GEO-GSE125449,GEO-GSM4050102,585
GEO-GSE125449,GEO-GSM4050104,137
GEO-GSE125449,GEO-GSM4050106,1418
GEO-GSE125449,GEO-GSM4050108,589
GEO-GSE125449,GEO-GSM4050110,1356
GEO-GSE144735,GEO-GSM4294474,1922
GEO-GSE144735,GEO-GSM4294475,3125
GEO-GSE144735,GEO-GSM4294476,2148
GEO-GSE144735,GEO-GSM4294477,428
GEO-GSE144735,GEO-GSM4294478,551
GEO-GSE144735,GEO-GSM4294479,75
GEO-GSE144735,GEO-GSM4294480,2129
GEO-GSE144735,GEO-GSM4294481,3260
GEO-GSE144735,GEO-GSM4294482,1740
GEO-GSE144735,GEO-GSM4294483,406
GEO-GSE144735,GEO-GSM4294484,766
GEO-GSE144735,GEO-GSM4294485,1119
GEO-GSE144735,GEO-GSM4294486,2009
GEO-GSE144735,GEO-GSM4294487,1873
GEO-GSE144735,GEO-GSM4294488,1334
GEO-GSE144735,GEO-GSM4294489,908
GEO-GSE144735,GEO-GSM4294490,2092
GEO-GSE144735,GEO-GSM4294491,1505
HRA000155,HRA000155-RA10_SM,5529
HRA000155,HRA000155-RA11_SM,8574
HRA000155,HRA000155-RA12_SM,3200
HRA000155,HRA000155-RA14_SM,12748
HRA000155,HRA000155-RA16_SM,1514
HRA000155,HRA000155-RA17_SM,6523
HRA000155,HRA000155-RA18_SM,3941
HRA000155,HRA000155-RA20_SM,3042
HRA000155,HRA000155-RA21_SM,2344
HRA000155,HRA000155-RA2_SM,2795
HRA000155,HRA000155-RA3_SM,1770
HRA000155,HRA000155-RA4_SM,2870
HRA000155,HRA000155-RA6_SM,3081
HRA000155,HRA000155-RA8_SM,1231
HRA000155,HRA000155-RA9_SM,2735
HCA-1M Immune Cells,HCA-8_BM5_cells,5069
HCA-1M Immune Cells,HCA-6_CB7_cells,6107
HCA-1M Immune Cells,HCA-7_CB7_cells,6010
HCA-1M Immune Cells,HCA-4_CB8_cells,5182
HCA-1M Immune Cells,HCA-3_CB2_cells,5518
HCA-1M Immune Cells,HCA-1_BM3_cells,5136
HCA-1M Immune Cells,HCA-6_CB2_cells,5614
HCA-1M Immune Cells,HCA-5_CB8_cells,5360
HCA-1M Immune Cells,HCA-1_BM1_cells,5390
HCA-1M Immune Cells,HCA-7_CB6_cells,6035
HCA-1M Immune Cells,HCA-3_CB4_cells,4462
HCA-1M Immune Cells,HCA-6_CB4_cells,4590
HCA-1M Immune Cells,HCA-7_BM7_cells,4767
HCA-1M Immune Cells,HCA-8_BM2_cells,5602
HCA-1M Immune Cells,HCA-4_CB5_cells,5446
HCA-1M Immune Cells,HCA-7_CB1_cells,3280
HCA-1M Immune Cells,HCA-4_BM2_cells,5606
HCA-1M Immune Cells,HCA-6_BM7_cells,5847
HCA-1M Immune Cells,HCA-7_CB2_cells,5230
HCA-1M Immune Cells,HCA-4_BM4_cells,5099
HCA-1M Immune Cells,HCA-7_BM6_cells,5509
HCA-1M Immune Cells,HCA-1_BM2_cells,5610
HCA-1M Immune Cells,HCA-2_CB6_cells,5691
HCA-1M Immune Cells,HCA-6_BM1_cells,5024
HCA-1M Immune Cells,HCA-3_BM7_cells,5714
HCA-1M Immune Cells,HCA-2_BM3_cells,5018
HCA-1M Immune Cells,HCA-7_BM5_cells,5192
HCA-1M Immune Cells,HCA-6_CB3_cells,4842
HCA-1M Immune Cells,HCA-2_CB1_cells,3256
HCA-1M Immune Cells,HCA-6_BM5_cells,4890
HCA-1M Immune Cells,HCA-3_CB8_cells,5383
HCA-1M Immune Cells,HCA-2_BM2_cells,5630
HCA-1M Immune Cells,HCA-2_BM4_cells,5153
HCA-1M Immune Cells,HCA-8_BM6_cells,5525
HCA-1M Immune Cells,HCA-5_BM3_cells,5179
HCA-1M Immune Cells,HCA-1_CB5_cells,5792
HCA-1M Immune Cells,HCA-7_BM4_cells,5429
HCA-1M Immune Cells,HCA-5_CB7_cells,6253
HCA-1M Immune Cells,HCA-7_CB8_cells,5783
HCA-1M Immune Cells,HCA-3_BM8_cells,5611
HCA-1M Immune Cells,HCA-8_CB4_cells,4285
HCA-1M Immune Cells,HCA-4_CB3_cells,4741
HCA-AdultHemOrgans,HCA-207B_spleen_cells,2855
HCA-AdultHemOrgans,HCA-207B_bone_marrow_cells,3085
HCA-AdultHemOrgans,HCA-313C_bone_marrow_cells,6741
HCA-AdultHemOrgans,HCA-207B_spleen_cells-1,2848
HCA-AdultHemOrgans,HCA-207B_spleen_cells-2,2730
HCA-AdultHemOrgans,HCA-313C_spleen_cells,5329
HCA-AdultHemOrgans,HCA-313C_bone_marrow_cells-1,6902
HCA-AdultHemOrgans,HCA-207B_bone_marrow_cells-1,3177
HCA-AdultHemOrgans,HCA-207B_bone_marrow_cells-2,3099
HCA-AneurysmalHumanAorticTissue,HCA-SRX8857542,4322
HCA-AneurysmalHumanAorticTissue,HCA-SRX8857543,7808
HCA-ColonImmune10XSS2VDJ,HCA-CBTM-290B_TCL_cd4p_t_cells,1501
HCA-ColonImmune10XSS2VDJ,HCA-CBTM-290B_CAE_cd4p_t_cells,3043
HCA-ColonImmune10XSS2VDJ,HCA-CBTM-302C_SCL_cd4p_t_cells,230
HCA-ColonImmune10XSS2VDJ,HCA-CBTM-302C_SCL_cd45p_cd4n_imm_cells,1094
HCA-ColonImmune10XSS2VDJ,HCA-CBTM-298C_CAE_cd45p_cd4n_imm_cells,2364
HCA-ColonImmune10XSS2VDJ,HCA-CBTM-302C_CAE_cd4p_t_cells,475
HCA-ColonImmune10XSS2VDJ,HCA-CBTM-298C_CAE_cd4p_t_cells,1995
HCA-ColonImmune10XSS2VDJ,HCA-CBTM-302C_MLN_cd45p_cd4n_imm_cells,1335
HCA-ColonImmune10XSS2VDJ,HCA-CBTM-290B_SCL_cd45p_cd4n_imm_cells,3030
HCA-ColonImmune10XSS2VDJ,HCA-CBTM-302C_CAE_cd45p_cd4n_imm_cells,1843
HCA-ColonImmune10XSS2VDJ,HCA-CBTM-298C_MLN_cd4p_t_cells,1507
HCA-ColonImmune10XSS2VDJ,HCA-CBTM-302C_TCL_cd45p_cd4n_imm_cells,2495
HCA-EpithelialDiversityHealthInflammation,HCA-SRX4291264,4371
HCA-EpithelialDiversityHealthInflammation,HCA-SRX4291259,2193
HCA-Fetal/Maternal Interface,HCA-FCA7474068,4420
HCA-Fetal/Maternal Interface,HCA-FCA7196219,3798
HCA-1M Immune Cells,HCA-8_CB8_cells,5717
HCA-1M Immune Cells,HCA-8_BM8_cells,5333
HCA-1M Immune Cells,HCA-6_CB6_cells,5899
HCA-1M Immune Cells,HCA-5_BM2_cells,6063
HCA-1M Immune Cells,HCA-1_CB3_cells,5326
HCA-1M Immune Cells,HCA-4_CB2_cells,5464
HCA-1M Immune Cells,HCA-4_BM7_cells,5804
HCA-1M Immune Cells,HCA-5_BM8_cells,5309
HCA-1M Immune Cells,HCA-7_BM3_cells,5137
HCA-1M Immune Cells,HCA-8_BM3_cells,5018
HCA-1M Immune Cells,HCA-6_BM6_cells,5289
HCA-1M Immune Cells,HCA-4_BM1_cells,4745
HCA-1M Immune Cells,HCA-6_CB5_cells,5452
HCA-1M Immune Cells,HCA-2_BM1_cells,4875
HCA-1M Immune Cells,HCA-1_BM5_cells,5389
HCA-1M Immune Cells,HCA-4_BM6_cells,5462
HCA-1M Immune Cells,HCA-2_CB7_cells,1145
HCA-1M Immune Cells,HCA-4_BM8_cells,5147
HCA-1M Immune Cells,HCA-4_CB7_cells,6200
HCA-1M Immune Cells,HCA-6_CB8_cells,5713
HCA-1M Immune Cells,HCA-8_CB3_cells,4869
HCA-1M Immune Cells,HCA-2_CB3_cells,5078
HCA-1M Immune Cells,HCA-3_CB3_cells,5236
HCA-1M Immune Cells,HCA-4_BM3_cells,5010
HCA-1M Immune Cells,HCA-1_CB8_cells,5301
HCA-1M Immune Cells,HCA-8_BM4_cells,5491
HCA-1M Immune Cells,HCA-3_BM4_cells,4991
HCA-1M Immune Cells,HCA-7_BM1_cells,4886
HCA-1M Immune Cells,HCA-4_BM5_cells,4991
HCA-1M Immune Cells,HCA-3_BM1_cells,4778
HCA-1M Immune Cells,HCA-6_BM4_cells,5434
HCA-1M Immune Cells,HCA-2_BM8_cells,5042
HCA-1M Immune Cells,HCA-1_CB2_cells,5574
HCA-1M Immune Cells,HCA-5_BM5_cells,5098
HCA-1M Immune Cells,HCA-2_BM6_cells,5335
HCA-1M Immune Cells,HCA-5_BM1_cells,4943
HCA-1M Immune Cells,HCA-6_BM2_cells,5964
HCA-1M Immune Cells,HCA-3_CB5_cells,5188
HCA-AdultHemOrgans,HCA-313C_bone_marrow_cells-2,6630
HCA-AdultHemOrgans,HCA-313C_spleen_cells-1,5356
HCA-AdultHemOrgans,HCA-313C_bone_marrow_cells-3,6674
HCA-AdultHemOrgans,HCA-207B_spleen_cells-3,2714
HCA-AdultHemOrgans,HCA-207B_bone_marrow_cells-3,3028
HCA-AdultHemOrgans,HCA-207B_peripheral_blood_cells,2927
HCA-AdultHemOrgans,HCA-207B_bone_marrow_cells-4,3222
HCA-AdultHemOrgans,HCA-207B_spleen_cells-4,2846
HCA-AdultHemOrgans,HCA-207B_peripheral_blood_cells-1,2973
HCA-AdultHemOrgans,HCA-313C_spleen_cells-2,5384
HCA-AneurysmalHumanAorticTissue,HCA-SRX8857541,7149
HCA-AneurysmalHumanAorticTissue,HCA-SRX8857550,11108
HCA-AneurysmalHumanAorticTissue,HCA-SRX8857549,5703
HCA-AneurysmalHumanAorticTissue,HCA-SRX8857544,6968
HCA-1M Immune Cells,HCA-8_CB5_cells,5060
HCA-1M Immune Cells,HCA-5_CB3_cells,5011
HCA-1M Immune Cells,HCA-1_CB4_cells,3099
HCA-1M Immune Cells,HCA-1_BM7_cells,5666
HCA-1M Immune Cells,HCA-1_BM6_cells,5833
